,age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework,department
598,33,No,travel_rarely,652.27,9,4,other,599,1,F,81.53,3,2,research scientist,4,married,5268.33,13697.67,1,,12,3.0,4,Full Time,1,6.0,2,,6,0,5,1991,63220.0,No,research & development
599,48,Yes,non-travel,556.26,27,2,life sciences,600,2,F,69.53,4,2,sales executive,3,unknown,4492.84,11681.39,4,Yes,12,3.0,4,Part Time,0,8.0,2,3.0,5,1,3,1976,53914.11,No,sales
600,31,No,travel_frequently,290.04,5,4,life sciences,601,2,M,36.26,2,1,research scientist,4,divorced,2342.59,6090.75,9,No,12,3.0,2,Part Time,1,10.0,3,2.0,5,0,3,1993,28111.13,Yes,research & development
601,46,No,non-travel,1110.26,9,3,marketing,602,4,M,138.78,3,3,sales executive,1,divorced,8967.5,23315.5,4,Yes,12,3.0,3,Full Time,1,18.0,2,3.0,5,0,2,1978,107610.0,No,sales
602,37,No,travel_rarely,290.04,8,3,life sciences,603,1,M,36.26,2,1,human resources,1,unknown,2342.59,6090.75,0,,21,4.0,3,Full Time,0,,3,3.0,5,0,3,1987,28111.08,Yes,human resources
603,32,No,non-travel,290.04,11,4,other,604,4,M,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,3,,19,3.0,2,Part Time,1,,2,3.0,6,0,2,1992,28111.13,Yes,research & development
604,38,No,travel_frequently,306.74,21,2,medical,605,3,F,38.34,3,1,sales representative,4,married,2477.5,6441.5,5,,15,3.0,2,Full Time,1,,3,3.0,5,0,0,1986,29730.0,No,sales
605,40,No,travel_rarely,536.92,2,3,life sciences,606,4,F,67.11,2,2,human resources,4,unknown,4336.67,11275.33,8,No,11,3.0,3,Part Time,2,13.0,2,3.0,5,0,4,1984,52040.0,No,human resources
606,43,No,non-travel,556.26,14,2,other,607,3,F,69.53,2,2,sales executive,3,unknown,4492.84,11681.39,7,,17,3.0,1,Part Time,0,,6,3.0,5,0,3,1981,53914.11,Yes,sales
607,31,No,travel_rarely,1032.49,8,2,other,608,3,M,129.06,3,3,sales executive,3,unknown,8339.32,21682.23,5,No,11,3.0,1,Part Time,1,,2,4.0,8,7,7,1993,100071.84,No,sales
608,51,No,non-travel,1795.13,1,2,medical,609,4,M,224.39,3,4,research director,4,divorced,14499.17,37697.83,9,No,22,not rated,3,Full Time,1,32.0,1,2.0,5,1,3,1973,173990.0,Yes,research & development
609,60,No,travel_rarely,1032.49,1,2,other,610,2,M,129.06,3,3,manager,4,unknown,8339.32,21682.23,3,Yes,14,3.0,3,Full Time,1,14.0,1,1.0,6,0,4,1964,100071.84,Yes,sales
610,55,No,non-travel,1032.49,2,4,life sciences,611,3,F,129.06,2,3,sales executive,3,married,8339.32,21682.23,6,No,11,3.0,2,Part Time,1,13.0,4,3.0,9,7,0,1969,100071.84,Yes,sales
611,57,No,non-travel,290.04,9,3,medical,612,1,F,36.26,3,1,research scientist,3,married,2342.59,6090.75,2,No,19,3.0,2,Part Time,1,18.0,4,3.0,5,0,3,1967,28111.13,No,research & development
612,49,No,non-travel,1742.1,1,4,other,613,1,M,217.76,4,4,manager,4,single,14070.83,36584.17,2,No,22,not rated,3,Full Time,0,,3,2.0,5,2,1,1975,168850.0,Yes,general
613,40,No,non-travel,556.26,9,3,life sciences,614,3,M,69.53,3,2,laboratory technician,2,single,4492.84,11681.39,9,No,15,3.0,3,Part Time,0,9.0,2,2.0,5,0,3,1984,53914.11,No,research & development
614,36,No,travel_rarely,446.02,8,4,technical degree,615,3,M,55.75,3,1,human resources,3,unknown,3602.5,9366.5,1,No,17,3.0,2,Full Time,0,6.0,2,1.0,5,1,4,1988,43230.0,Yes,human resources
615,43,No,travel_rarely,531.87,4,4,marketing,616,2,M,66.48,3,2,sales executive,1,single,4295.83,11169.17,7,No,13,3.0,4,Full Time,0,,3,,6,1,5,1981,51550.0,No,sales
616,45,Yes,non-travel,302.92,10,4,other,617,3,M,37.86,3,1,research scientist,3,single,2446.67,6361.33,1,Yes,11,3.0,3,Full Time,0,6.0,4,3.0,6,0,2,1979,29360.0,No,research & development
617,30,No,travel_rarely,290.04,15,1,other,618,2,F,36.26,1,1,research scientist,4,married,2342.59,6090.75,0,Yes,18,not rated,1,Part Time,1,6.0,2,2.0,5,1,3,1994,28111.13,No,research & development
618,34,No,non-travel,290.04,2,3,human resources,619,2,M,36.26,3,1,human resources,3,unknown,2342.59,6090.75,1,No,13,3.0,4,Full Time,1,5.0,2,3.0,5,1,4,1990,28111.08,Yes,human resources
619,55,No,travel_frequently,1032.49,1,4,other,620,4,F,129.06,3,3,manufacturing director,3,unknown,8339.32,21682.23,7,No,17,3.0,1,Part Time,1,33.0,2,1.0,5,1,4,1969,100071.84,No,research & development
620,47,No,non-travel,1938.55,4,2,other,621,4,F,242.32,2,5,manager,2,married,15657.5,40709.5,2,,14,3.0,3,Full Time,1,,2,3.0,11,0,8,1977,187890.0,Yes,sales
621,31,No,non-travel,556.26,9,2,medical,622,3,F,69.53,3,2,manufacturing director,3,single,4492.84,11681.39,7,Yes,18,not rated,3,Part Time,0,10.0,3,3.0,8,1,7,1993,53914.11,Yes,research & development
622,33,Yes,travel_rarely,503.8,7,2,life sciences,623,4,M,62.98,3,2,laboratory technician,3,unknown,4069.17,10579.83,1,,18,3.0,1,Part Time,1,,3,3.0,10,1,1,1991,48830.0,Yes,research & development
623,41,Yes,non-travel,1032.49,25,4,other,624,4,M,129.06,2,3,sales executive,2,single,8339.32,21682.23,2,Yes,12,3.0,3,Part Time,0,9.0,2,3.0,5,1,0,1983,100071.84,Yes,sales
624,35,No,non-travel,209.34,26,1,other,625,1,F,26.17,2,1,research scientist,3,divorced,1690.83,4396.17,1,No,20,4.0,3,Part Time,3,5.0,2,3.0,5,0,0,1989,20290.0,Yes,research & development
625,40,No,travel_rarely,556.26,21,4,other,626,1,M,69.53,2,2,sales executive,4,married,4492.84,11681.39,3,,12,3.0,4,Part Time,2,8.0,2,4.0,5,1,4,1984,53914.11,No,sales
626,38,No,non-travel,309.11,4,1,other,627,3,M,38.64,3,1,research scientist,3,married,2496.67,6491.33,7,Yes,15,3.0,4,Full Time,0,8.0,2,3.0,6,1,3,1986,29960.0,No,research & development
627,34,No,non-travel,556.26,41,1,life sciences,628,4,M,69.53,3,2,sales executive,4,unknown,4492.84,11681.39,6,,13,3.0,1,Part Time,0,8.0,2,4.0,5,1,2,1990,53914.11,Yes,sales
628,40,No,non-travel,1032.49,25,2,other,629,3,M,129.06,3,3,healthcare representative,3,unknown,8339.32,21682.23,3,No,21,4.0,2,Part Time,1,13.0,2,3.0,6,0,5,1984,100071.84,No,research & development
629,53,No,travel_rarely,290.04,8,4,other,630,3,F,36.26,3,1,laboratory technician,1,married,2342.59,6090.75,9,No,13,not rated,3,Part Time,0,12.0,2,1.0,5,0,4,1971,28111.13,Yes,research & development
630,37,No,non-travel,957.25,3,4,other,631,1,F,119.66,3,2,sales executive,2,single,7731.67,20102.33,3,Yes,16,3.0,4,Full Time,0,15.0,3,3.0,5,0,1,1987,92780.0,Yes,sales
631,37,No,non-travel,556.26,47,4,life sciences,632,4,M,69.53,2,2,laboratory technician,4,single,4492.84,11681.39,1,,16,3.0,3,Part Time,0,10.0,2,2.0,10,1,8,1987,53914.11,Yes,research & development
632,25,No,travel_rarely,429.41,4,1,other,633,4,F,53.68,3,2,sales executive,3,married,3468.33,9017.67,1,Yes,12,3.0,3,Full Time,2,,3,3.0,5,0,3,1999,41619.96,Yes,sales
633,35,No,travel_rarely,290.04,1,3,life sciences,634,4,F,36.26,2,1,laboratory technician,2,unknown,2342.59,6090.75,5,No,17,3.0,1,Part Time,1,7.0,2,2.0,5,0,2,1989,28111.13,No,research & development
634,29,No,non-travel,556.26,5,3,other,635,4,M,69.53,3,2,sales executive,1,single,4492.84,11681.39,0,,18,3.0,4,Part Time,0,,4,3.0,5,1,3,1995,53914.11,Yes,sales
635,34,No,travel_rarely,290.04,4,4,medical,636,1,F,36.26,2,1,laboratory technician,2,unknown,2342.59,6090.75,8,No,11,3.0,4,Part Time,0,8.0,5,3.0,5,0,2,1990,28111.13,Yes,research & development
636,48,No,travel_rarely,556.26,14,3,medical,637,3,F,69.53,3,2,sales executive,3,married,4492.84,11681.39,3,,17,3.0,3,Part Time,1,,4,2.0,5,1,2,1976,53914.11,Yes,sales
637,41,Yes,non-travel,290.04,9,4,life sciences,638,4,M,36.26,3,1,laboratory technician,1,single,2342.59,6090.75,3,,14,3.0,2,Part Time,0,15.0,3,1.0,5,1,0,1983,28111.13,No,research & development
638,46,No,travel_rarely,290.04,49,3,technical degree,639,4,M,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,4,No,20,4.0,4,Part Time,1,,3,3.0,5,0,3,1978,28111.13,Yes,research & development
639,41,No,travel_rarely,556.26,9,2,other,640,1,M,69.53,3,2,sales executive,1,unknown,4492.84,11681.39,0,,12,3.0,4,Part Time,0,,5,4.0,8,7,1,1983,53914.11,Yes,sales
640,30,No,non-travel,913.4,2,1,life sciences,641,1,M,114.18,3,2,healthcare representative,4,unknown,7377.5,19181.5,1,,19,3.0,4,Full Time,1,6.0,0,4.0,6,1,3,1994,88530.0,Yes,research & development
641,41,No,non-travel,556.26,14,2,life sciences,642,4,F,69.53,3,2,sales executive,1,married,4492.84,11681.39,1,No,15,3.0,3,Part Time,1,5.0,2,3.0,5,1,2,1983,53914.11,Yes,sales
642,44,No,non-travel,503.08,27,3,other,643,4,M,62.88,4,1,laboratory technician,2,divorced,4063.33,10564.67,5,,12,3.0,3,Full Time,1,,0,,6,0,2,1980,48760.0,No,research & development
643,31,No,non-travel,220.9,7,3,other,644,2,M,27.61,2,1,research scientist,2,unknown,1784.17,4638.83,1,No,12,3.0,2,Part Time,1,6.0,3,2.0,6,1,1,1993,21410.0,Yes,research & development
644,39,No,non-travel,800.22,2,2,other,645,4,F,100.03,2,3,manufacturing director,3,unknown,6463.33,16804.67,3,,19,3.0,4,Full Time,1,10.0,6,4.0,5,0,2,1985,77559.96,Yes,research & development
645,38,No,travel_rarely,406.1,10,3,other,646,2,F,50.76,3,1,research scientist,2,married,3280.0,8528.0,1,,11,3.0,1,Full Time,1,8.0,2,1.0,8,7,7,1986,39360.0,No,research & development
646,40,No,travel_rarely,556.26,12,3,medical,647,4,M,69.53,3,2,manufacturing director,2,unknown,4492.84,11681.39,4,No,21,4.0,3,Part Time,0,,3,3.0,5,1,0,1984,53914.11,Yes,research & development
647,37,No,travel_rarely,705.92,11,2,life sciences,648,1,M,88.24,4,2,healthcare representative,1,divorced,5701.67,14824.33,6,No,20,4.0,1,Full Time,1,13.0,3,3.0,5,0,4,1987,68420.0,Yes,research & development
648,24,Yes,travel_rarely,411.56,8,1,medical,649,4,M,51.44,2,1,laboratory technician,3,single,3324.17,8642.83,1,,11,not rated,1,Full Time,0,5.0,2,3.0,5,1,2,2000,39890.0,Yes,research & development
649,36,No,non-travel,508.65,2,4,other,650,1,M,63.58,2,1,research scientist,4,unknown,4108.33,10681.67,0,Yes,14,3.0,3,Full Time,0,6.0,2,4.0,5,1,4,1988,49300.0,Yes,research & development
650,32,No,travel_frequently,556.26,24,1,technical degree,651,4,F,69.53,3,2,manufacturing director,4,single,4492.84,11681.39,2,,20,4.0,4,Part Time,0,9.0,3,2.0,5,1,4,1992,53914.11,Yes,research & development
651,39,No,travel_rarely,381.95,6,2,other,652,4,F,47.74,2,1,laboratory technician,3,married,3085.0,8021.0,1,No,11,3.0,2,Full Time,1,5.0,3,3.0,5,0,4,1985,37020.0,Yes,research & development
652,36,No,non-travel,279.09,23,4,medical,653,2,M,34.89,1,1,laboratory technician,3,married,2254.17,5860.83,0,,16,not rated,2,Part Time,1,6.0,2,4.0,5,0,3,1988,27050.0,Yes,research & development
653,41,No,non-travel,458.92,12,3,other,654,2,F,57.36,3,2,healthcare representative,1,unknown,3706.67,9637.33,2,,12,3.0,2,Part Time,1,15.0,3,3.0,7,7,7,1983,44480.0,Yes,research & development
654,28,No,travel_frequently,245.45,48,2,other,655,4,F,30.68,3,1,laboratory technician,4,single,1982.5,5154.5,0,Yes,14,3.0,3,Part Time,0,6.0,3,2.0,5,0,2,1996,23790.0,Yes,research & development
655,42,No,non-travel,556.26,8,3,other,656,3,F,69.53,3,2,sales executive,2,unknown,4492.84,11681.39,5,No,21,4.0,3,Full Time,1,14.0,3,3.0,5,1,4,1982,53914.08,Yes,sales
656,34,No,travel_rarely,566.12,15,4,marketing,657,2,M,70.76,3,2,sales executive,3,single,4572.5,11888.5,1,No,14,3.0,2,Full Time,0,,2,2.0,10,0,9,1990,54870.0,No,sales
657,50,No,non-travel,1973.98,2,1,life sciences,658,2,M,246.75,3,5,research director,4,married,15943.72,41453.67,3,No,15,3.0,4,Full Time,0,28.0,3,3.0,5,4,3,1974,191324.64,No,research & development
658,37,No,non-travel,289.92,9,4,other,659,1,M,36.24,4,1,laboratory technician,2,unknown,2341.67,6088.33,1,No,22,4.0,2,Part Time,0,5.0,3,3.0,5,0,2,1987,28100.0,Yes,research & development
659,42,No,non-travel,922.17,3,3,life sciences,660,3,M,115.27,2,2,sales executive,2,divorced,7448.33,19365.67,2,,11,3.0,3,Full Time,1,14.0,5,3.0,5,0,4,1982,89380.0,No,sales
660,30,No,non-travel,290.04,41,4,medical,661,4,F,36.26,2,1,research scientist,1,single,2342.59,6090.75,1,No,14,3.0,2,Part Time,0,5.0,3,1.0,5,0,4,1994,28111.13,Yes,research & development
661,32,No,non-travel,1025.14,5,3,medical,662,2,M,128.14,3,2,manufacturing director,1,unknown,8280.0,21528.0,0,No,19,3.0,2,Full Time,0,10.0,2,3.0,9,1,7,1992,99360.0,Yes,research & development
662,37,Yes,travel_rarely,290.04,9,4,life sciences,663,3,M,36.26,2,1,sales representative,1,single,2342.59,6090.75,7,No,23,4.0,2,Part Time,0,,4,,5,0,3,1987,28111.13,No,sales
663,44,No,travel_rarely,290.04,2,2,medical,664,4,F,36.26,4,1,research scientist,3,unknown,2342.59,6090.75,1,No,12,3.0,4,Part Time,2,6.0,3,2.0,5,1,4,1980,28111.13,No,research & development
664,34,No,travel_frequently,556.26,18,3,life sciences,665,1,F,69.53,4,2,sales executive,1,unknown,4492.84,11681.39,2,No,19,not rated,1,Part Time,2,,3,3.0,5,1,3,1990,53914.11,No,sales
665,45,No,non-travel,562.71,1,5,marketing,666,2,F,70.34,3,2,sales executive,1,unknown,4545.0,11817.0,5,,21,4.0,3,Full Time,1,9.0,2,2.0,4,1,3,1979,54540.0,No,sales
666,39,No,non-travel,556.26,29,5,life sciences,667,4,F,69.53,3,2,laboratory technician,4,single,4492.84,11681.39,1,No,11,3.0,4,Part Time,0,10.0,2,3.0,10,9,9,1985,53914.11,Yes,research & development
667,51,No,non-travel,1933.49,7,2,medical,668,2,F,241.69,2,5,research director,3,divorced,15616.67,40603.33,5,,12,not rated,4,Full Time,1,,2,2.0,27,13,8,1973,187400.04,No,research & development
668,60,No,travel_frequently,564.67,1,1,other,669,1,F,70.58,2,2,sales executive,3,single,4560.83,11858.17,7,No,11,not rated,4,Full Time,0,20.0,2,2.0,4,1,3,1964,54730.0,No,sales
669,41,No,travel_frequently,1393.17,1,4,life sciences,670,3,M,174.15,2,4,healthcare representative,2,married,11252.5,29256.5,1,No,22,4.0,4,Full Time,1,22.0,3,2.0,22,11,11,1983,135030.0,No,research & development
670,55,No,travel_rarely,1397.91,2,4,technical degree,671,1,F,174.74,3,3,research director,3,unknown,11290.83,29356.17,9,No,12,3.0,1,Full Time,1,16.0,5,1.0,4,0,3,1969,135490.0,No,research & development
671,51,No,non-travel,1874.89,47,3,other,672,1,F,234.36,3,5,research director,2,unknown,15143.33,39372.67,3,Yes,19,3.0,1,Full Time,0,28.0,1,2.0,8,0,7,1973,181720.0,Yes,research & development
672,55,No,non-travel,1582.77,26,3,other,673,4,F,197.85,4,4,manager,4,single,12783.92,33238.2,2,,12,not rated,3,Full Time,0,,3,3.0,5,4,4,1969,153407.07,Yes,general
673,25,No,non-travel,286.21,18,1,life sciences,674,2,M,35.78,3,1,laboratory technician,3,married,2311.67,6010.33,0,No,12,3.0,3,Part Time,1,,2,3.0,5,1,2,1999,27740.0,Yes,research & development
674,38,No,travel_rarely,1032.49,3,3,life sciences,675,3,M,129.06,3,3,sales executive,4,unknown,8339.32,21682.23,2,No,12,3.0,1,Part Time,0,,3,3.0,5,1,3,1986,100071.84,Yes,sales
675,31,No,travel_rarely,290.04,2,1,other,676,2,M,36.26,2,1,laboratory technician,4,single,2342.59,6090.75,0,No,13,3.0,4,Part Time,0,6.0,3,3.0,5,1,2,1993,28111.13,Yes,research & development
676,35,No,travel_frequently,290.04,10,4,other,677,1,F,36.26,3,1,sales representative,3,unknown,2342.59,6090.75,6,No,18,3.0,4,Part Time,1,,3,3.0,4,1,2,1989,28111.13,No,sales
677,58,No,travel_rarely,973.87,24,2,other,678,3,M,121.73,4,3,healthcare representative,4,divorced,7865.83,20451.17,3,,16,3.0,2,Part Time,1,12.0,2,1.0,5,1,4,1966,94390.0,Yes,research & development
678,39,No,travel_rarely,556.26,1,4,life sciences,679,1,F,69.53,2,2,sales executive,4,single,4492.84,11681.39,4,,22,not rated,3,Full Time,0,12.0,2,4.0,8,0,7,1985,53914.08,No,sales
679,42,Yes,travel_rarely,290.04,20,2,marketing,680,2,F,36.26,3,1,sales representative,2,unknown,2342.59,6090.75,1,Yes,22,4.0,4,Part Time,0,4.0,5,2.0,4,0,2,1982,28111.13,Yes,sales
680,43,No,non-travel,543.21,21,2,other,681,3,F,67.9,3,2,manufacturing director,3,divorced,4387.5,11407.5,2,,16,3.0,2,Part Time,1,11.0,5,3.0,5,0,2,1981,52650.0,No,research & development
681,35,No,non-travel,393.61,10,4,other,682,4,M,49.2,3,1,research scientist,3,divorced,3179.17,8265.83,1,Yes,17,3.0,4,Full Time,1,,4,4.0,5,2,0,1989,38150.0,Yes,research & development
682,31,Yes,non-travel,556.26,26,4,other,683,3,F,69.53,2,2,sales executive,1,unknown,4492.84,11681.39,5,,15,3.0,3,Part Time,0,9.0,5,2.0,6,0,1,1993,53914.11,Yes,sales
683,30,Yes,travel_rarely,246.48,13,1,medical,684,1,M,30.81,2,1,research scientist,4,single,1990.83,5176.17,1,,13,3.0,3,Part Time,0,4.0,3,,4,0,1,1994,23890.0,Yes,research & development
684,33,No,non-travel,290.04,4,2,other,685,3,F,36.26,3,1,sales representative,2,married,2342.59,6090.75,2,No,11,not rated,1,Part Time,1,,5,3.0,4,1,2,1991,28111.13,No,sales
685,26,No,non-travel,412.7,5,2,life sciences,686,2,M,51.59,4,2,healthcare representative,1,unknown,3333.33,8666.67,1,No,12,3.0,4,Full Time,2,6.0,2,3.0,6,1,5,1998,39999.96,Yes,research & development
686,54,No,non-travel,1814.22,3,4,other,687,3,M,226.78,3,4,research director,3,married,14653.33,38098.67,3,Yes,16,3.0,4,Full Time,3,21.0,5,2.0,5,1,3,1970,175840.0,Yes,research & development
687,27,No,non-travel,556.26,11,2,medical,688,1,M,69.53,3,2,healthcare representative,1,married,4492.84,11681.39,1,,13,3.0,3,Part Time,1,5.0,3,3.0,5,3,3,1997,53914.11,Yes,research & development
688,29,No,non-travel,290.04,8,2,other,689,4,F,36.26,3,1,research scientist,4,unknown,2342.59,6090.75,1,No,21,4.0,4,Full Time,0,,3,3.0,5,0,2,1995,28111.08,Yes,research & development
689,29,No,travel_rarely,584.07,16,2,medical,690,2,M,73.01,4,2,healthcare representative,1,single,4717.5,12265.5,0,,19,3.0,3,Full Time,0,9.0,2,3.0,8,0,7,1995,56610.0,Yes,research & development
690,59,No,non-travel,556.26,1,4,life sciences,691,4,M,69.53,1,2,healthcare representative,3,divorced,4492.84,11681.39,2,Yes,13,3.0,4,Part Time,1,,2,3.0,5,1,2,1965,53914.11,Yes,research & development
691,28,No,travel_rarely,290.04,5,3,other,692,3,F,36.26,3,1,research scientist,2,single,2342.59,6090.75,1,,12,3.0,2,Part Time,0,4.0,2,,4,1,2,1996,28111.13,Yes,research & development
692,55,No,travel_frequently,502.36,20,4,life sciences,693,4,F,62.8,3,2,research scientist,3,unknown,4057.5,10549.5,3,,12,not rated,4,Full Time,0,20.0,4,2.0,4,0,3,1969,48690.0,No,research & development
693,41,No,travel_rarely,556.26,45,2,other,694,4,M,69.53,1,2,sales executive,4,unknown,4492.84,11681.39,2,,22,4.0,3,Full Time,3,,2,2.0,4,0,2,1983,53914.08,Yes,sales
694,30,No,non-travel,479.66,2,3,life sciences,695,4,M,59.96,3,2,sales executive,3,unknown,3874.17,10072.83,1,,14,not rated,1,Part Time,1,,3,2.0,4,0,2,1994,46490.0,Yes,sales
695,51,No,travel_rarely,1082.92,10,3,other,696,4,M,135.36,2,3,healthcare representative,4,unknown,8746.67,22741.33,6,No,15,3.0,4,Full Time,0,20.0,2,3.0,4,1,3,1973,104960.0,No,research & development
696,25,Yes,travel_rarely,290.04,1,1,technical degree,697,1,F,36.26,3,1,sales representative,2,single,2342.59,6090.75,1,Yes,16,3.0,2,Part Time,0,6.0,4,3.0,5,1,4,1999,28111.13,Yes,sales
697,31,No,non-travel,290.04,37,3,other,698,3,M,36.26,3,1,laboratory technician,4,unknown,2342.59,6090.75,4,,15,3.0,3,Part Time,1,9.0,3,1.0,5,1,4,1993,28111.13,No,research & development
698,35,No,non-travel,285.59,2,4,other,699,4,M,35.7,2,1,research scientist,3,unknown,2306.67,5997.33,3,,12,3.0,3,Part Time,1,14.0,3,3.0,7,5,7,1989,27680.0,Yes,research & development
699,34,Yes,travel_rarely,351.62,10,1,other,700,1,M,43.95,1,1,laboratory technician,4,divorced,2840.0,7384.0,7,No,13,3.0,1,Full Time,3,8.0,2,3.0,4,1,3,1990,34080.0,No,research & development
700,37,No,non-travel,1032.49,30,4,medical,701,2,M,129.06,3,3,sales executive,4,single,8339.32,21682.23,1,,14,3.0,4,Part Time,0,,3,2.0,10,9,7,1987,100071.84,Yes,sales
701,42,No,non-travel,556.26,10,2,other,702,4,M,69.53,3,2,sales executive,4,single,4492.84,11681.39,7,No,14,3.0,4,Part Time,0,,3,3.0,14,1,10,1982,53914.11,Yes,sales
702,40,No,travel_frequently,387.42,8,1,other,703,3,F,48.43,3,1,laboratory technician,3,married,3129.17,8135.83,1,No,11,3.0,1,Full Time,1,,3,3.0,8,0,7,1984,37550.0,Yes,research & development
703,27,No,travel_rarely,556.26,28,2,marketing,704,1,M,69.53,3,2,sales executive,2,married,4492.84,11681.39,1,,20,4.0,4,Full Time,2,,5,4.0,5,1,4,1997,53914.08,Yes,sales
704,25,Yes,travel_frequently,290.04,7,3,other,705,1,F,36.26,3,1,laboratory technician,3,unknown,2342.59,6090.75,1,,16,3.0,4,Part Time,1,6.0,4,3.0,6,1,2,1999,28111.13,Yes,research & development
705,28,No,non-travel,225.64,6,4,other,706,1,F,28.2,2,1,research scientist,3,divorced,1822.5,4738.5,0,No,12,3.0,3,Part Time,2,6.0,5,2.0,5,0,3,1996,21870.0,Yes,research & development
706,28,Yes,travel_rarely,290.04,2,1,marketing,707,3,M,36.26,3,1,sales representative,1,divorced,2342.59,6090.75,0,No,11,3.0,2,Part Time,1,5.0,3,3.0,4,0,2,1996,28111.13,Yes,sales
707,51,Yes,non-travel,556.26,8,2,technical degree,708,2,M,69.53,3,2,sales executive,3,married,4492.84,11681.39,3,,14,3.0,1,Part Time,1,18.0,4,3.0,4,1,3,1973,53914.11,No,sales
708,24,No,travel_rarely,290.04,49,1,other,709,2,M,36.26,3,1,laboratory technician,1,unknown,2342.59,6090.75,1,No,14,3.0,4,Part Time,1,5.0,2,4.0,4,0,2,2000,28111.13,Yes,research & development
709,40,No,travel_rarely,556.26,24,3,other,710,3,F,69.53,4,2,human resources,2,unknown,4492.84,11681.39,9,,15,3.0,3,Part Time,1,,3,1.0,8,3,6,1984,53914.11,No,human resources
710,53,No,non-travel,439.32,19,4,medical,711,4,M,54.92,3,1,research scientist,4,unknown,3548.33,9225.67,0,No,18,3.0,1,Full Time,1,,3,3.0,4,1,2,1971,42580.0,Yes,research & development
711,27,Yes,non-travel,549.51,8,3,other,712,4,M,68.69,2,2,sales executive,1,single,4438.33,11539.67,6,No,17,3.0,3,Part Time,0,,2,2.0,4,1,2,1997,53260.0,Yes,sales
712,55,No,non-travel,565.91,19,4,other,713,4,F,70.74,3,2,manufacturing director,1,divorced,4570.83,11884.17,9,Yes,11,not rated,2,Full Time,2,,4,3.0,5,1,4,1969,54849.96,Yes,research & development
713,38,No,travel_rarely,287.03,10,1,life sciences,714,4,F,35.88,3,1,research scientist,1,divorced,2318.33,6027.67,0,Yes,13,3.0,2,Part Time,2,,3,2.0,5,4,3,1986,27820.0,No,research & development
714,51,No,travel_rarely,1819.9,2,3,other,715,3,M,227.49,3,4,research director,3,unknown,14699.17,38217.83,5,,16,3.0,4,Full Time,0,,3,3.0,4,0,3,1973,176390.0,No,research & development
715,43,No,non-travel,625.44,1,2,life sciences,716,4,F,78.18,2,2,manufacturing director,4,married,5051.67,13134.33,9,,13,3.0,4,Full Time,1,8.0,4,3.0,4,0,2,1981,60620.0,No,research & development
