,employee_number,attrition,job_level,job_role,department,monthly_income,salary,percent_salary_hike,training_times_last_year,stock_option_level,hourly_rate,daily_rate,monthly_rate,standard_hours,overtime,business_travel,distance_from_home,remote_work,environment_satisfaction,job_involvement,job_satisfaction,performance_rating,relationship_satisfaction,work_life_balance,date_birth,age,gender,marital_status,education,education_field,num_companies_worked,total_working_years,years_at_company,years_since_last_promotion,years_with_curr_manager
544,545,No,2,healthcare representative,research & development,4573.33,54880.0,13,2,1,70.7775,566.22,11890.67,Full Time,Yes,non-travel,1,Yes,3,4,2,3.0,1,3.0,1990,35,F,married,4,other,1,,6,1,2
545,546,No,1,research scientist,research & development,2095.0,25140.0,22,1,1,32.4225,259.38,5447.0,Part Time,No,non-travel,28,No,3,3,4,4.0,1,3.0,1994,31,F,divorced,4,life sciences,4,11.0,7,1,7
546,547,No,1,research scientist,research & development,2342.59,28111.13,14,2,2,36.255,290.04,6090.75,Part Time,No,travel_frequently,10,Yes,4,3,2,3.0,4,2.0,1994,31,F,divorced,3,other,0,8.0,7,1,1
547,548,No,2,sales executive,sales,4492.84,53914.11,20,3,0,69.5325,556.26,11681.39,Part Time,,non-travel,9,No,2,3,3,4.0,1,2.0,1989,36,F,married,1,life sciences,1,,6,1,3
548,549,No,1,laboratory technician,research & development,2663.33,31960.0,12,2,3,41.21875,329.75,6924.67,Full Time,,travel_rarely,19,No,4,2,1,3.0,3,3.0,1995,30,M,married,4,medical,1,6.0,6,3,3
549,550,No,1,research scientist,research & development,2342.59,28111.13,13,5,1,36.255,290.04,6090.75,Part Time,,non-travel,2,No,1,4,4,3.0,4,3.0,1979,46,F,married,1,life sciences,1,10.0,10,7,7
550,551,No,2,healthcare representative,research & development,4492.84,53914.11,12,2,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,11,No,3,3,1,not rated,4,2.0,1992,33,M,married,2,other,1,6.0,6,0,1
551,552,No,1,research scientist,research & development,2342.59,28111.13,20,2,0,36.255,290.04,6090.75,Part Time,Yes,non-travel,4,No,3,3,4,4.0,2,2.0,1997,28,M,nan,2,life sciences,1,,8,2,2
552,553,No,1,research scientist,research & development,2850.0,34200.0,12,2,1,44.1075,352.86,7410.0,Full Time,No,travel_rarely,1,Yes,1,3,4,3.0,3,2.0,1976,49,M,nan,3,other,7,17.0,6,1,2
553,554,No,1,laboratory technician,research & development,2342.59,28111.13,14,2,0,36.255,290.04,6090.75,Part Time,No,non-travel,5,No,3,4,3,3.0,1,1.0,1986,39,M,single,2,other,0,7.0,6,1,3
554,555,No,2,research scientist,research & development,3405.83,40869.96,14,3,1,52.70875,421.67,8855.17,Full Time,,non-travel,1,Yes,4,3,1,3.0,2,2.0,1991,34,M,married,4,other,4,9.0,6,1,2
555,556,No,2,research scientist,research & development,4492.84,53914.11,13,4,2,69.5325,556.26,11681.39,Part Time,No,non-travel,2,Yes,4,3,2,3.0,3,2.0,1991,34,M,divorced,3,medical,0,10.0,9,1,6
556,557,No,2,sales executive,sales,4473.33,53680.0,25,2,1,69.23,553.84,11630.67,Part Time,Yes,non-travel,16,No,3,3,4,4.0,3,3.0,1990,35,F,nan,3,life sciences,1,7.0,6,1,2
557,558,Yes,4,sales executive,sales,10780.0,129360.0,11,3,0,166.83375,1334.67,28028.0,Full Time,No,non-travel,9,Yes,3,1,3,not rated,3,1.0,1976,49,M,married,3,other,7,25.0,23,14,10
558,559,Yes,2,sales executive,sales,4492.84,53914.11,11,0,0,69.5325,556.26,11681.39,Part Time,Yes,non-travel,1,No,2,3,4,3.0,1,1.0,1982,43,F,nan,2,other,8,8.0,6,0,5
559,560,No,1,laboratory technician,research & development,2342.59,28111.13,13,5,1,36.255,290.04,6090.75,Part Time,,travel_rarely,16,No,1,4,2,3.0,3,3.0,1988,37,M,married,3,medical,0,6.0,5,0,3
560,561,No,1,research scientist,research & development,2342.59,28111.13,23,3,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,2,No,3,3,2,4.0,4,3.0,1994,31,M,married,3,life sciences,0,,5,0,4
561,562,No,2,research scientist,research & development,4492.84,53914.11,17,3,2,69.5325,556.26,11681.39,Part Time,No,travel_rarely,1,Yes,2,3,2,3.0,2,3.0,1991,34,M,nan,3,life sciences,1,10.0,10,0,9
562,563,No,1,research scientist,research & development,2342.59,28111.13,18,3,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,No,2,2,3,3.0,1,3.0,1988,37,M,single,3,medical,1,6.0,6,0,4
563,564,No,3,manufacturing director,research & development,8339.32,100071.84,11,3,0,129.06125,1032.49,21682.23,Full Time,No,non-travel,13,Yes,4,1,4,3.0,1,2.0,1967,58,M,nan,3,other,4,37.0,6,0,2
564,565,No,2,sales executive,sales,3517.5,42210.0,15,3,0,54.4375,435.5,9145.5,Part Time,,non-travel,4,Yes,2,3,3,3.0,2,4.0,1995,30,M,nan,3,medical,1,5.0,5,0,4
565,566,Yes,2,sales executive,sales,4492.84,53914.08,11,1,0,69.5325,556.26,11681.39,Full Time,Yes,travel_rarely,5,Yes,3,2,3,3.0,4,3.0,1998,27,M,single,3,other,1,,6,0,3
566,567,Yes,1,research scientist,research & development,4135.83,49630.0,18,2,3,64.0075,512.06,10753.17,Full Time,,non-travel,14,Yes,2,3,2,3.0,1,3.0,1967,58,F,nan,4,life sciences,9,7.0,5,4,3
567,568,No,1,research scientist,research & development,2342.59,28111.13,19,3,0,36.255,290.04,6090.75,Part Time,,non-travel,6,No,3,2,2,3.0,3,2.0,1997,28,F,married,3,other,1,5.0,5,4,3
568,569,Yes,1,laboratory technician,research & development,3500.0,42000.0,22,2,0,54.16625,433.33,9100.0,Full Time,No,non-travel,9,No,1,3,1,4.0,1,4.0,1991,34,F,nan,3,medical,7,,5,0,4
569,570,No,1,research scientist,research & development,2342.59,28111.13,14,4,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,18,Yes,1,3,3,3.0,3,2.0,1993,32,F,single,3,life sciences,1,,5,0,4
570,571,No,5,manager,general,15943.72,191324.63999999998,15,5,0,246.7475,1973.98,41453.67,Full Time,,travel_rarely,11,No,3,3,2,3.0,2,3.0,1973,52,F,nan,3,other,3,,5,4,4
571,572,No,1,research scientist,research & development,2342.59,28111.13,20,2,0,36.255,290.04,6090.75,Part Time,No,non-travel,6,No,3,3,3,4.0,1,,1991,34,M,nan,5,life sciences,3,8.0,5,1,4
572,573,No,2,sales executive,sales,4171.67,50060.04,11,3,1,64.56125,516.49,10846.33,Full Time,,travel_rarely,4,No,3,3,1,3.0,1,4.0,1978,47,F,nan,2,other,4,9.0,5,0,3
573,574,No,1,research scientist,research & development,2342.59,28111.13,14,3,3,36.255,290.04,6090.75,Part Time,No,non-travel,7,Yes,4,4,4,3.0,4,4.0,1980,45,M,divorced,3,other,4,7.0,5,2,2
574,575,Yes,3,sales executive,sales,6365.83,76390.0,22,3,3,98.51875,788.15,16551.17,Part Time,,non-travel,27,Yes,2,3,4,4.0,4,2.0,1994,31,F,married,3,marketing,1,10.0,10,1,9
575,576,No,2,manufacturing director,research & development,4492.84,53914.11,12,2,1,69.5325,556.26,11681.39,Part Time,,non-travel,1,Yes,3,1,3,3.0,4,3.0,1992,33,M,nan,4,medical,0,6.0,5,1,4
576,577,Yes,1,laboratory technician,research & development,2342.59,28111.08,13,2,1,36.255,290.04,6090.75,Full Time,Yes,non-travel,14,No,3,3,4,3.0,3,1.0,1990,35,M,married,3,other,5,8.0,5,0,4
577,578,Yes,1,laboratory technician,research & development,2342.59,28111.13,11,2,0,36.255,290.04,6090.75,Part Time,No,non-travel,29,Yes,3,2,2,3.0,2,4.0,1992,33,M,nan,2,other,0,,5,1,4
578,579,No,2,sales executive,sales,5418.33,65019.96,14,5,1,83.855,670.84,14087.67,Full Time,No,non-travel,6,Yes,3,3,4,3.0,2,4.0,1986,39,M,nan,4,other,4,,5,0,1
579,580,No,5,research director,research & development,15943.72,191324.63999999998,14,4,2,246.7475,1973.98,41453.67,Full Time,No,non-travel,4,No,1,3,2,3.0,1,2.0,1973,52,M,divorced,1,other,3,28.0,10,1,6
580,581,No,4,sales executive,sales,11270.83,135250.0,14,2,1,174.43,1395.44,29304.17,Full Time,,travel_frequently,26,Yes,3,3,2,3.0,4,,1981,44,F,married,3,other,5,,20,4,8
581,582,No,2,sales executive,sales,4492.84,53914.08,11,3,0,69.5325,556.26,11681.39,Full Time,Yes,non-travel,2,Yes,4,3,3,3.0,1,3.0,1996,29,M,nan,3,other,1,5.0,5,0,4
582,583,No,2,sales executive,sales,5290.83,63489.96,13,0,1,81.8825,655.06,13756.17,Full Time,Yes,non-travel,1,Yes,3,3,2,3.0,4,,1996,29,M,nan,1,marketing,0,,5,1,4
583,584,No,2,manufacturing director,research & development,4492.84,53914.11,15,3,0,69.5325,556.26,11681.39,Part Time,Yes,travel_rarely,6,Yes,4,2,2,3.0,4,3.0,1982,43,M,single,3,other,6,,5,1,2
584,585,No,1,laboratory technician,research & development,2342.59,28111.13,20,3,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,10,Yes,3,3,1,4.0,2,3.0,1986,39,F,nan,3,medical,6,,5,0,3
585,586,Yes,2,sales executive,sales,5316.67,63800.0,12,6,2,82.28125,658.25,13823.33,Full Time,Yes,non-travel,22,Yes,2,2,3,3.0,1,3.0,1983,42,M,nan,2,other,2,8.0,6,1,0
586,587,No,4,manager,general,12783.92,153407.07,13,2,0,197.84625,1582.77,33238.2,Full Time,Yes,non-travel,2,No,3,3,4,3.0,3,3.0,1968,57,F,single,3,other,2,,5,1,2
587,588,Yes,1,research scientist,research & development,2585.0,31020.0,22,2,0,40.00625,320.05,6721.0,Full Time,,travel_frequently,3,Yes,3,3,1,4.0,3,3.0,1997,28,M,nan,1,other,0,,6,0,4
588,589,No,2,sales executive,sales,4492.84,53914.11,12,5,2,69.5325,556.26,11681.39,Part Time,,travel_rarely,2,Yes,4,3,2,3.0,3,3.0,1983,42,F,divorced,2,marketing,7,,5,1,3
589,590,No,2,sales executive,sales,4492.84,53914.11,11,3,0,69.5325,556.26,11681.39,Part Time,Yes,non-travel,4,No,2,2,4,3.0,2,3.0,1998,27,F,single,2,other,1,5.0,5,1,3
590,591,No,2,sales executive,sales,4492.84,53914.11,11,6,0,69.5325,556.26,11681.39,Part Time,No,non-travel,12,Yes,2,3,3,not rated,2,3.0,1993,32,F,single,3,other,0,,5,4,4
591,592,No,3,manufacturing director,research & development,8339.32,100071.84,14,4,0,129.06125,1032.49,21682.23,Part Time,,travel_rarely,32,No,4,2,3,not rated,3,3.0,1971,54,M,married,3,other,2,,5,0,4
592,593,No,2,research scientist,research & development,3796.67,45560.0,11,3,1,58.7575,470.06,9871.33,Part Time,No,travel_frequently,12,No,1,3,3,3.0,2,3.0,1981,44,F,nan,2,other,2,19.0,5,0,2
593,594,No,2,manufacturing director,research & development,4492.84,53914.08,20,2,0,69.5325,556.26,11681.39,Full Time,No,travel_rarely,2,Yes,3,1,4,4.0,3,3.0,1993,32,F,nan,3,life sciences,2,11.0,5,0,2
594,595,No,1,laboratory technician,research & development,3525.0,42300.0,15,2,0,54.55375,436.43,9165.0,Full Time,No,travel_rarely,22,No,4,1,3,3.0,3,3.0,1988,37,M,single,3,life sciences,0,,5,4,3
595,596,No,3,manager,general,8339.32,100071.84,21,3,1,129.06125,1032.49,21682.23,Part Time,,travel_rarely,7,Yes,3,2,4,4.0,3,2.0,1992,33,M,divorced,3,other,9,10.0,5,0,1
596,597,No,2,sales executive,sales,4049.17,48590.0,16,3,0,62.66625,501.33,10527.83,Part Time,,travel_rarely,1,Yes,1,3,3,3.0,4,3.0,1988,37,F,single,3,other,1,5.0,5,0,3
597,598,No,1,sales representative,sales,2342.59,28111.13,11,1,0,36.255,290.04,6090.75,Full Time,,non-travel,13,Yes,2,3,3,3.0,3,3.0,1998,27,M,nan,1,other,1,7.0,7,0,6
598,599,No,2,research scientist,research & development,5268.33,63220.0,12,2,1,81.53375,652.27,13697.67,Full Time,,travel_rarely,9,No,1,3,4,3.0,4,,1991,34,F,married,4,other,1,6.0,6,0,5
599,600,Yes,2,sales executive,sales,4492.84,53914.11,12,2,0,69.5325,556.26,11681.39,Part Time,Yes,non-travel,27,No,2,4,3,3.0,4,3.0,1976,49,F,nan,2,life sciences,4,8.0,5,1,3
600,601,No,1,research scientist,research & development,2342.59,28111.13,12,3,1,36.255,290.04,6090.75,Part Time,No,travel_frequently,5,Yes,2,2,4,3.0,2,2.0,1993,32,M,divorced,4,life sciences,9,10.0,5,0,3
601,602,No,3,sales executive,sales,8967.5,107610.0,12,2,1,138.7825,1110.26,23315.5,Full Time,Yes,non-travel,9,No,4,3,1,3.0,3,3.0,1978,47,M,divorced,3,marketing,4,18.0,5,0,2
602,603,No,1,human resources,human resources,2342.59,28111.08,21,3,0,36.255,290.04,6090.75,Full Time,,travel_rarely,8,Yes,1,2,1,4.0,3,3.0,1987,38,M,nan,3,life sciences,0,,5,0,3
603,604,No,1,research scientist,research & development,2342.59,28111.13,19,2,1,36.255,290.04,6090.75,Part Time,,non-travel,11,Yes,4,3,4,3.0,2,3.0,1992,33,M,nan,4,other,3,,6,0,2
604,605,No,1,sales representative,sales,2477.5,29730.0,15,3,1,38.3425,306.74,6441.5,Full Time,,travel_frequently,21,No,3,3,4,3.0,2,3.0,1986,39,F,married,2,medical,5,,5,0,0
605,606,No,2,human resources,human resources,4336.67,52040.0,11,2,2,67.115,536.92,11275.33,Part Time,No,travel_rarely,2,No,4,2,4,3.0,3,3.0,1984,41,F,nan,3,life sciences,8,13.0,5,0,4
606,607,No,2,sales executive,sales,4492.84,53914.11,17,6,0,69.5325,556.26,11681.39,Part Time,,non-travel,14,Yes,3,2,3,3.0,1,3.0,1981,44,F,nan,2,other,7,,5,0,3
607,608,No,3,sales executive,sales,8339.32,100071.84,11,2,1,129.06125,1032.49,21682.23,Part Time,No,travel_rarely,8,No,3,3,3,3.0,1,4.0,1993,32,M,nan,2,other,5,,8,7,7
608,609,No,4,research director,research & development,14499.17,173990.0,22,1,1,224.39125,1795.13,37697.83,Full Time,No,non-travel,1,Yes,4,3,4,not rated,3,2.0,1973,52,M,divorced,2,medical,9,32.0,5,1,3
609,610,No,3,manager,sales,8339.32,100071.84,14,1,1,129.06125,1032.49,21682.23,Full Time,Yes,travel_rarely,1,Yes,2,3,4,3.0,3,1.0,1964,61,M,nan,2,other,3,14.0,6,0,4
610,611,No,3,sales executive,sales,8339.32,100071.84,11,4,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,2,Yes,3,2,3,3.0,2,3.0,1969,56,F,married,4,life sciences,6,13.0,9,7,0
611,612,No,1,research scientist,research & development,2342.59,28111.13,19,4,1,36.255,290.04,6090.75,Part Time,No,non-travel,9,No,1,3,3,3.0,2,3.0,1967,58,F,married,3,medical,2,18.0,5,0,3
612,613,No,4,manager,general,14070.83,168850.0,22,3,0,217.7625,1742.1,36584.17,Full Time,No,non-travel,1,Yes,1,4,4,not rated,3,2.0,1975,50,M,single,4,other,2,,5,2,1
613,614,No,2,laboratory technician,research & development,4492.84,53914.11,15,2,0,69.5325,556.26,11681.39,Part Time,No,non-travel,9,No,3,3,2,3.0,3,2.0,1984,41,M,single,3,life sciences,9,9.0,5,0,3
614,615,No,1,human resources,human resources,3602.5,43230.0,17,2,0,55.7525,446.02,9366.5,Full Time,No,travel_rarely,8,Yes,3,3,3,3.0,2,1.0,1988,37,M,nan,4,technical degree,1,6.0,5,1,4
615,616,No,2,sales executive,sales,4295.83,51550.0,13,3,0,66.48375,531.87,11169.17,Full Time,No,travel_rarely,4,No,2,3,1,3.0,4,,1981,44,M,single,4,marketing,7,,6,1,5
616,617,Yes,1,research scientist,research & development,2446.67,29360.0,11,4,0,37.865,302.92,6361.33,Full Time,Yes,non-travel,10,No,3,3,3,3.0,3,3.0,1979,46,M,single,4,other,1,6.0,6,0,2
617,618,No,1,research scientist,research & development,2342.59,28111.13,18,2,1,36.255,290.04,6090.75,Part Time,Yes,travel_rarely,15,No,2,1,4,not rated,1,2.0,1994,31,F,married,1,other,0,6.0,5,1,3
618,619,No,1,human resources,human resources,2342.59,28111.08,13,2,1,36.255,290.04,6090.75,Full Time,No,non-travel,2,Yes,2,3,3,3.0,4,3.0,1990,35,M,nan,3,human resources,1,5.0,5,1,4
619,620,No,3,manufacturing director,research & development,8339.32,100071.84,17,2,1,129.06125,1032.49,21682.23,Part Time,No,travel_frequently,1,No,4,3,3,3.0,1,1.0,1969,56,F,nan,4,other,7,33.0,5,1,4
620,621,No,5,manager,sales,15657.5,187890.0,14,2,1,242.31875,1938.55,40709.5,Full Time,,non-travel,4,Yes,4,2,2,3.0,3,3.0,1977,48,F,married,2,other,2,,11,0,8
621,622,No,2,manufacturing director,research & development,4492.84,53914.11,18,3,0,69.5325,556.26,11681.39,Part Time,Yes,non-travel,9,Yes,3,3,3,not rated,3,3.0,1993,32,F,single,2,medical,7,10.0,8,1,7
622,623,Yes,2,laboratory technician,research & development,4069.17,48830.0,18,3,1,62.975,503.8,10579.83,Part Time,,travel_rarely,7,Yes,4,3,3,3.0,1,3.0,1991,34,M,nan,2,life sciences,1,,10,1,1
623,624,Yes,3,sales executive,sales,8339.32,100071.84,12,2,0,129.06125,1032.49,21682.23,Part Time,Yes,non-travel,25,Yes,4,2,2,3.0,3,3.0,1983,42,M,single,4,other,2,9.0,5,1,0
624,625,No,1,research scientist,research & development,1690.83,20290.0,20,2,3,26.1675,209.34,4396.17,Part Time,No,non-travel,26,Yes,1,2,3,4.0,3,3.0,1989,36,F,divorced,1,other,1,5.0,5,0,0
625,626,No,2,sales executive,sales,4492.84,53914.11,12,2,2,69.5325,556.26,11681.39,Part Time,,travel_rarely,21,No,1,2,4,3.0,4,4.0,1984,41,M,married,4,other,3,8.0,5,1,4
626,627,No,1,research scientist,research & development,2496.67,29960.0,15,2,0,38.63875,309.11,6491.33,Full Time,Yes,non-travel,4,No,3,3,3,3.0,4,3.0,1986,39,M,married,1,other,7,8.0,6,1,3
627,628,No,2,sales executive,sales,4492.84,53914.11,13,2,0,69.5325,556.26,11681.39,Part Time,,non-travel,41,Yes,4,3,4,3.0,1,4.0,1990,35,M,unknown,1,life sciences,6,8.0,5,1,2
628,629,No,3,healthcare representative,research & development,8339.32,100071.84,21,2,1,129.06125,1032.49,21682.23,Part Time,No,non-travel,25,No,3,3,3,4.0,2,3.0,1984,41,M,nan,2,other,3,13.0,6,0,5
629,630,No,1,laboratory technician,research & development,2342.59,28111.13,13,2,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,8,Yes,3,3,1,not rated,3,1.0,1971,54,F,married,4,other,9,12.0,5,0,4
630,631,No,2,sales executive,sales,7731.67,92780.0,16,3,0,119.65625,957.25,20102.33,Full Time,Yes,non-travel,3,Yes,1,3,2,3.0,4,3.0,1987,38,F,single,4,other,3,15.0,5,0,1
631,632,No,2,laboratory technician,research & development,4492.84,53914.11,16,2,0,69.5325,556.26,11681.39,Part Time,,non-travel,47,Yes,4,2,4,3.0,3,2.0,1987,38,M,single,4,life sciences,1,10.0,10,1,8
632,633,No,2,sales executive,sales,3468.33,41619.96,12,3,2,53.67625,429.41,9017.67,Full Time,Yes,travel_rarely,4,Yes,4,3,3,3.0,3,3.0,1999,26,F,married,1,other,1,,5,0,3
633,634,No,1,laboratory technician,research & development,2342.59,28111.13,17,2,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,1,No,4,2,2,3.0,1,2.0,1989,36,F,nan,3,life sciences,5,7.0,5,0,2
634,635,No,2,sales executive,sales,4492.84,53914.11,18,4,0,69.5325,556.26,11681.39,Part Time,,non-travel,5,Yes,4,3,1,3.0,4,3.0,1995,30,M,single,3,other,0,,5,1,3
635,636,No,1,laboratory technician,research & development,2342.59,28111.13,11,5,0,36.255,290.04,6090.75,Part Time,No,travel_rarely,4,Yes,1,2,2,3.0,4,3.0,1990,35,F,nan,4,medical,8,8.0,5,0,2
636,637,No,2,sales executive,sales,4492.84,53914.11,17,4,1,69.5325,556.26,11681.39,Part Time,,travel_rarely,14,Yes,3,3,3,3.0,3,2.0,1976,49,F,married,3,medical,3,,5,1,2
637,638,Yes,1,laboratory technician,research & development,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,,non-travel,9,No,4,3,1,3.0,2,1.0,1983,42,M,single,4,life sciences,3,15.0,5,1,0
638,639,No,1,research scientist,research & development,2342.59,28111.13,20,3,1,36.255,290.04,6090.75,Part Time,No,travel_rarely,49,Yes,4,3,4,4.0,4,3.0,1978,47,M,unknown,3,technical degree,4,,5,0,3
639,640,No,2,sales executive,sales,4492.84,53914.11,12,5,0,69.5325,556.26,11681.39,Part Time,,travel_rarely,9,Yes,1,3,1,3.0,4,4.0,1983,42,M,nan,2,other,0,,8,7,1
640,641,No,2,healthcare representative,research & development,7377.5,88530.0,19,0,1,114.175,913.4,19181.5,Full Time,,non-travel,2,Yes,1,3,4,3.0,4,4.0,1994,31,M,nan,1,life sciences,1,6.0,6,1,3
641,642,No,2,sales executive,sales,4492.84,53914.11,15,2,1,69.5325,556.26,11681.39,Part Time,No,non-travel,14,Yes,4,3,1,3.0,3,3.0,1983,42,F,married,2,life sciences,1,5.0,5,1,2
642,643,No,1,laboratory technician,research & development,4063.33,48760.0,12,0,1,62.885,503.08,10564.67,Full Time,,non-travel,27,No,4,4,2,3.0,3,,1980,45,M,divorced,3,other,5,,6,0,2
643,644,No,1,research scientist,research & development,1784.17,21410.0,12,3,1,27.6125,220.9,4638.83,Part Time,No,non-travel,7,Yes,2,2,2,3.0,2,2.0,1993,32,M,nan,3,other,1,6.0,6,1,1
644,645,No,3,manufacturing director,research & development,6463.33,77559.95999999999,19,6,1,100.0275,800.22,16804.67,Full Time,,non-travel,2,Yes,4,2,3,3.0,4,4.0,1985,40,F,nan,2,other,3,10.0,5,0,2
645,646,No,1,research scientist,research & development,3280.0,39360.0,11,2,1,50.7625,406.1,8528.0,Full Time,,travel_rarely,10,No,2,3,2,3.0,1,1.0,1986,39,F,married,3,other,1,8.0,8,7,7
646,647,No,2,manufacturing director,research & development,4492.84,53914.11,21,3,0,69.5325,556.26,11681.39,Part Time,No,travel_rarely,12,Yes,4,3,2,4.0,3,3.0,1984,41,M,nan,3,medical,4,,5,1,0
647,648,No,2,healthcare representative,research & development,5701.67,68420.0,20,3,1,88.24,705.92,14824.33,Full Time,No,travel_rarely,11,Yes,1,4,1,4.0,1,3.0,1987,38,M,divorced,2,life sciences,6,13.0,5,0,4
648,649,Yes,1,laboratory technician,research & development,3324.17,39890.0,11,2,0,51.445,411.56,8642.83,Full Time,,travel_rarely,8,Yes,4,2,3,not rated,1,3.0,2000,25,M,single,1,medical,1,5.0,5,1,2
649,650,No,1,research scientist,research & development,4108.33,49300.0,14,2,0,63.58125,508.65,10681.67,Full Time,Yes,non-travel,2,Yes,1,2,4,3.0,3,4.0,1988,37,M,nan,4,other,0,6.0,5,1,4
650,651,No,2,manufacturing director,research & development,4492.84,53914.11,20,3,0,69.5325,556.26,11681.39,Part Time,,travel_frequently,24,Yes,4,3,4,4.0,4,2.0,1992,33,F,single,1,technical degree,2,9.0,5,1,4
651,652,No,1,laboratory technician,research & development,3085.0,37020.0,11,3,1,47.74375,381.95,8021.0,Full Time,No,travel_rarely,6,Yes,4,2,3,3.0,2,3.0,1985,40,F,married,2,other,1,5.0,5,0,4
652,653,No,1,laboratory technician,research & development,2254.17,27050.0,16,2,1,34.88625,279.09,5860.83,Part Time,,non-travel,23,Yes,2,1,3,not rated,2,4.0,1988,37,M,married,4,medical,0,6.0,5,0,3
653,654,No,2,healthcare representative,research & development,3706.67,44480.0,12,3,1,57.365,458.92,9637.33,Part Time,,non-travel,12,Yes,2,3,1,3.0,2,3.0,1983,42,F,nan,3,other,2,15.0,7,7,7
654,655,No,1,laboratory technician,research & development,1982.5,23790.0,14,3,0,30.68125,245.45,5154.5,Part Time,Yes,travel_frequently,48,Yes,4,3,4,3.0,3,2.0,1996,29,F,single,2,other,0,6.0,5,0,2
655,656,No,2,sales executive,sales,4492.84,53914.08,21,3,1,69.5325,556.26,11681.39,Full Time,No,non-travel,8,Yes,3,3,2,4.0,3,3.0,1982,43,F,nan,3,other,5,14.0,5,1,4
656,657,No,2,sales executive,sales,4572.5,54870.0,14,2,0,70.765,566.12,11888.5,Full Time,No,travel_rarely,15,No,2,3,3,3.0,2,2.0,1990,35,M,single,4,marketing,1,,10,0,9
657,658,No,5,research director,research & development,15943.72,191324.63999999998,15,3,0,246.7475,1973.98,41453.67,Full Time,No,non-travel,2,No,2,3,4,3.0,4,3.0,1974,51,M,married,1,life sciences,3,28.0,5,4,3
658,659,No,1,laboratory technician,research & development,2341.67,28100.0,22,3,0,36.24,289.92,6088.33,Part Time,No,non-travel,9,Yes,1,4,2,4.0,2,3.0,1987,38,M,nan,4,other,1,5.0,5,0,2
659,660,No,2,sales executive,sales,7448.33,89380.0,11,5,1,115.27125,922.17,19365.67,Full Time,,non-travel,3,No,3,2,2,3.0,3,3.0,1982,43,M,divorced,3,life sciences,2,14.0,5,0,4
660,661,No,1,research scientist,research & development,2342.59,28111.13,14,3,0,36.255,290.04,6090.75,Part Time,No,non-travel,41,Yes,4,2,1,3.0,2,1.0,1994,31,F,single,4,medical,1,5.0,5,0,4
