,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
475,35,No,travel_frequently,556.26,no data,7,2,life sciences,476,4,M,,3,2, healthcare representative ,3,Divorced,4492.84,11681.39,1,,20,,3,,3,9.0,2,3.0,9,2,8,1990,,no data,Yes
476,33,No,,1032.49,no data,10,3,no data,477,3,F,,3,3, research director ,3,Married,8339.32,21682.23,4,No,20,4.0,3,Part Time,1,13.0,2,4.0,11,4,8,1992,100071.84,no data,Yes
477,37,No,,525.98,no data,9,4,medical,478,2,M,,3,2, research scientist ,3,,,11045.67,1,No,19,3.0,2,Part Time,0,10.0,5,3.0,10,0,8,1988,50980.0,no data,Yes
478,35,No,travel_rarely,556.26,no data,15,2,no data,479,2,F,,3,2, healthcare representative ,4,Married,4492.84,11681.39,0,Yes,13,,1,Part Time,1,,6,3.0,9,8,1,1990,53914.11,no data,Yes
479,41,No,travel_rarely,556.26,no data,24,1,life sciences,480,1,M,,3,2, research scientist ,4,Single,4492.84,11681.39,7,No,13,,1,,0,,2,3.0,7,1,7,1984,,no data,No
480,38,No,travel_rarely,1032.49,no data,-46,3,no data,481,4,F,129.06,2,3, sales executive ,4,Marreid,,21682.23,0,No,19,3.0,3,Part Time,2,10.0,2,3.0,9,3,4,1987,100071.84,no data,Yes
481,43,No,travel_rarely,1400.08,no data,28,4,life sciences,482,1,F,,2,4, manufacturing director ,2,Married,11308.33,29401.67,0,No,23,,3,Full Time,1,21.0,3,3.0,20,0,10,1982,135700.0,no data,Yes
482,36,No,,692.51, sales ,28,3,marketing,483,4,F,,2,2, sales executive ,3,Married,,14542.67,1,No,21,4.0,4,Full Time,2,8.0,2,3.0,8,1,7,1989,67120.0, sales executive  -  sales ,No
483,40,No,travel_rarely,556.26,no data,10,2,no data,484,1,F,,3,2, sales executive ,4,Married,4492.84,11681.39,1,No,11,3.0,3,,1,10.0,1,3.0,10,1,9,1985,,no data,Yes
484,41,No,travel_rarely,1030.82,no data,6,1,no data,485,4,M,,2,3, healthcare representative ,1,,8325.83,21647.17,4,,15,3.0,1,Part Time,1,,5,3.0,7,1,7,1984,99910.0,no data,Yes
485,36,No,travel_rarely,1032.49,no data,7,4,no data,486,1,F,,3,3, research director ,2,Single,,21682.23,0,No,11,,3,Part Time,0,,4,3.0,12,2,11,1989,100071.84,no data,No
486,46,No,travel_rarely,1057.33,no data,7,4,medical,487,1,F,,2,3, healthcare representative ,4,Married,8540.0,22204.0,3,,14,,4,Full Time,1,24.0,4,3.0,22,5,17,1979,102480.0,no data,Yes
487,48,No,,556.26,no data,5,4,no data,488,1,M,,3,2, sales executive ,4,Single,4492.84,11681.39,4,,21,,3,Part Time,0,14.0,4,3.0,9,0,8,1977,53914.11,no data,Yes
488,43,No,travel_frequently,1582.77, research & development ,10,3,life sciences,489,4,M,197.85,2,4, manager ,1,Divorced,,33238.2,4,,13,3.0,2,Full Time,1,,2,2.0,7,7,7,1982,153407.07, manager  -  research & development ,No
489,41,No,,1128.52, research & development ,2,4,no data,490,3,F,,3,3, healthcare representative ,3,Single,9115.0,23699.0,0,No,25,4.0,4,,0,20.0,1,3.0,19,11,8,1984,, healthcare representative  -  research & development ,No
490,44,No,travel_rarely,267.53,no data,2,3,medical,491,4,F,,2,1, laboratory technician ,1,Divorced,2160.83,5618.17,0,Yes,11,3.0,3,Part Time,1,10.0,4,3.0,9,7,8,1981,25930.0,no data,Yes
491,35,No,travel_frequently,1225.51, research & development ,5,4,no data,492,4,F,,3,3, manager ,2,Married,9898.33,25735.67,6,,11,,2,,2,12.0,2,3.0,10,8,8,1990,, manager  -  research & development ,Yes
492,37,No,travel_rarely,835.2,no data,5,4,technical degree,493,3,M,,3,3, manufacturing director ,2,Single,6745.83,17539.17,0,No,13,3.0,4,Part Time,0,17.0,5,3.0,16,0,13,1988,80950.0,no data,Yes
493,35,Yes,travel_rarely,1032.49,no data,15,1,medical,494,2,M,,3,3, manager ,3,Married,,21682.23,7,,12,3.0,4,Part Time,0,15.0,2,4.0,7,7,7,1990,100071.84,no data,Yes
494,42,No,travel_rarely,1582.77,no data,6,3,life sciences,495,2,F,,3,4, manufacturing director ,3,Single,,33238.2,7,No,15,3.0,3,Full Time,0,22.0,3,3.0,20,5,13,1983,153407.07,no data,No
495,43,No,travel_rarely,1973.98,no data,10,4,human resources,496,2,M,,2,5, manager ,4,Divorced,15943.72,41453.67,3,No,15,3.0,2,Full Time,3,23.0,2,2.0,21,12,6,1982,191324.62,no data,No
496,29,No,,556.26,no data,7,3,no data,497,4,F,,2,2, healthcare representative ,1,,,11681.39,8,No,19,3.0,1,Part Time,0,,2,1.0,7,0,7,1996,53914.11,no data,No
497,54,No,travel_rarely,1739.11,no data,3,4,marketing,498,3,M,,2,4, manager ,1,,14046.67,36521.33,1,,11,3.0,1,Full Time,0,,3,4.0,34,1,16,1971,168560.0,no data,Yes
498,53,No,travel_rarely,1582.77,no data,26,4,marketing,499,1,F,197.85,3,4, manager ,3,Married,12783.92,33238.2,2,No,14,3.0,3,Full Time,1,,2,2.0,20,4,17,1972,153407.07,no data,No
499,49,No,travel_rarely,468.1,no data,2,2,marketing,500,3,F,,3,2, sales executive ,4,,3780.83,9830.17,0,,22,4.0,1,Part Time,1,8.0,2,3.0,7,7,7,1976,45370.0,no data,Yes
500,52,No,non-travel,1849.3, research & development ,2,4,no data,501,1,M,,3,4, manager ,1,Divorced,,38835.33,1,,11,3.0,4,Full Time,1,31.0,3,3.0,31,14,7,1973,179240.0, manager  -  research & development ,No
501,37,No,travel_rarely,414.14, research & development ,21,1,life sciences,502,4,F,,3,2, healthcare representative ,4,Married,3345.0,8697.0,1,,25,4.0,4,Part Time,1,10.0,2,1.0,10,0,7,1988,40140.0, healthcare representative  -  research & development ,Yes
502,41,No,travel_rarely,1314.65,no data,1,1,no data,503,4,F,164.33,2,4, manufacturing director ,4,Married,10618.33,27607.67,1,No,16,3.0,3,Full Time,1,,3,3.0,21,11,8,1984,127420.0,no data,Yes
503,41,No,travel_frequently,1032.49,no data,22,3,medical,504,4,F,,3,3, manufacturing director ,1,Single,8339.32,21682.23,1,,13,3.0,3,Part Time,0,,2,3.0,21,2,8,1984,100071.84,no data,No
504,43,No,,348.32,no data,7,2,no data,505,2,F,43.54,4,1, research scientist ,3,,,7314.67,1,No,13,3.0,3,Full Time,0,,3,3.0,10,0,8,1982,33760.0,no data,No
505,46,Yes,,1081.48, human resources ,1,2,medical,506,2,M,,2,3, human resources ,1,Married,8735.0,22711.0,9,No,14,,4,Full Time,1,24.0,1,3.0,20,3,6,1979,104820.0, human resources  -  human resources ,Yes
506,44,No,,1582.77,no data,2,2,medical,507,4,M,,3,4, manager ,1,,12783.92,33238.2,0,No,17,3.0,4,,1,23.0,3,3.0,22,13,7,1981,,no data,No
507,54,No,travel_rarely,1032.49,no data,7,4,life sciences,508,2,M,,3,3, healthcare representative ,2,Single,,21682.23,7,,19,3.0,4,Part Time,0,18.0,4,,8,4,0,1971,100071.84,no data,Yes
508,40,No,,290.04,no data,1,3,no data,509,3,M,36.25,4,1, human resources ,3,,2342.59,6090.75,1,No,13,3.0,4,Part Time,1,7.0,2,4.0,7,5,0,1985,28111.13,no data,Yes
509,48,No,,290.04, human resources ,1,2,life sciences,510,4,F,36.25,3,1, human resources ,1,,,6090.75,6,,12,3.0,3,Part Time,0,10.0,3,4.0,7,5,7,1977,28111.13, human resources  -  human resources ,Yes
510,37,No,,438.39,no data,4,4,life sciences,511,3,M,54.8,3,2, research scientist ,3,Single,3540.83,9206.17,1,,11,3.0,2,Part Time,0,,3,3.0,9,1,1,1988,42490.0,no data,No
511,30,No,travel_rarely,675.69, research & development ,29,1,life sciences,512,3,M,,1,2, manufacturing director ,2,Married,5457.5,14189.5,1,,14,,2,,2,8.0,2,2.0,8,1,7,1995,, manufacturing director  -  research & development ,Yes
512,46,No,,1582.77,no data,28,3,life sciences,513,4,M,,3,4, research director ,1,Married,12783.92,33238.2,3,No,13,3.0,3,,1,,1,4.0,20,14,17,1979,,no data,Yes
513,52,No,,1486.85,no data,22,5,no data,514,3,M,,1,4, research director ,4,,12009.17,31223.83,1,,13,3.0,4,,0,,2,3.0,32,13,9,1973,,no data,No
514,57,No,travel_rarely,2020.78,no data,-23,5,marketing,515,3,M,252.6,2,5, manager ,4,,,42436.33,1,No,21,4.0,3,Full Time,1,36.0,3,3.0,36,2,13,1968,195860.0,no data,Yes
515,41,No,,849.85, sales ,6,3,no data,516,4,M,,4,3, sales executive ,3,Married,6864.17,17846.83,2,No,11,3.0,1,Part Time,1,11.0,3,3.0,7,7,6,1984,82370.0, sales executive  -  sales ,Yes
516,51,No,,331.29, research & development ,-13,4,no data,517,1,F,,3,1, laboratory technician ,1,,2675.83,6957.17,1,,14,3.0,4,,1,10.0,3,2.0,9,1,4,1974,, laboratory technician  -  research & development ,Yes
517,47,No,,1723.43,no data,28,2,technical degree,518,4,F,,2,4, research director ,2,Single,13920.0,36192.0,1,,11,,3,,0,21.0,2,3.0,21,8,6,1978,,no data,No
518,48,No,,1032.49,no data,2,3,no data,519,3,M,,3,3, sales executive ,4,,8339.32,21682.23,4,,12,3.0,2,Part Time,1,,5,2.0,10,0,3,1977,100071.84,no data,No
519,29,No,,492.56,no data,15,3,no data,520,4,F,,2,1, research scientist ,1,Married,,10343.67,0,No,19,3.0,4,Full Time,1,,2,,7,7,3,1996,47740.0,no data,No
520,44,No,travel_rarely,1973.98,no data,2,3,no data,521,1,M,,3,5, manager ,3,Married,15943.72,41453.67,5,,11,3.0,1,,0,24.0,2,2.0,22,4,14,1981,,no data,Yes
521,51,No,,556.26, sales ,2,3,no data,522,4,M,,2,2, sales executive ,2,Married,,11681.39,2,,14,3.0,4,Part Time,0,17.0,3,2.0,9,0,8,1974,53914.11, sales executive  -  sales ,Yes
522,31,No,travel_rarely,556.26,no data,15,2,life sciences,523,4,F,,2,2, laboratory technician ,3,Single,,11681.39,0,Yes,12,3.0,4,Part Time,0,10.0,3,3.0,9,0,8,1994,53914.11,no data,Yes
523,36,No,non-travel,471.3,no data,-12,4,marketing,524,1,M,,3,2, sales executive ,3,,3806.67,9897.33,0,No,20,4.0,3,Part Time,0,,2,3.0,9,8,7,1989,45680.0,no data,No
524,39,No,,618.33,no data,1,4,no data,525,1,M,,2,2, manufacturing director ,3,Divorced,4994.17,12984.83,1,No,18,3.0,3,,1,,2,,7,0,7,1986,59930.0,no data,No
525,38,No,,670.53,no data,11,3,no data,526,2,M,83.82,2,2, manufacturing director ,2,Single,5415.83,14081.17,1,No,13,3.0,3,Full Time,0,6.0,3,3.0,6,0,3,1987,64990.0,no data,Yes
526,47,No,,356.16,no data,29,3,no data,527,3,M,,3,1, research scientist ,4,Single,,7479.33,5,,13,3.0,2,Full Time,0,9.0,2,2.0,6,0,3,1978,34520.0,no data,Yes
527,31,No,travel_rarely,290.04,no data,15,3,no data,528,3,M,,3,1, research scientist ,4,,,6090.75,1,No,19,3.0,1,Part Time,0,6.0,1,3.0,6,1,5,1994,28111.13,no data,No
528,28,No,,660.01,no data,1,3,no data,529,3,F,,3,2, manufacturing director ,2,,5330.83,13860.17,1,No,20,4.0,1,Full Time,1,6.0,6,1.0,6,1,4,1997,63970.0,no data,No
529,30,No,,556.26,no data,9,4,life sciences,530,2,M,,3,2, sales executive ,4,Single,,11681.39,1,No,16,3.0,4,Part Time,0,,1,3.0,7,0,7,1995,53914.11,no data,Yes
530,44,No,travel_frequently,556.26,no data,-30,4,technical degree,531,4,F,,2,2, healthcare representative ,4,Married,,11681.39,0,No,11,3.0,4,,3,7.0,4,4.0,6,0,4,1981,53914.11,no data,Yes
531,33,No,travel_rarely,556.26, sales ,2,1,life sciences,532,2,M,,3,2, sales executive ,4,,,11681.39,4,Yes,13,3.0,3,Part Time,0,10.0,2,4.0,6,0,5,1992,53914.11, sales executive  -  sales ,Yes
532,39,No,travel_rarely,1032.49,no data,-47,3,no data,533,4,F,,3,3, manufacturing director ,4,Single,8339.32,21682.23,4,,17,3.0,4,Part Time,0,,3,4.0,6,1,2,1986,100071.84,no data,Yes
533,39,No,non-travel,1032.49,no data,9,4,no data,534,1,M,,3,3, sales executive ,2,Divorced,,21682.23,1,No,13,3.0,4,Part Time,1,9.0,6,3.0,9,7,7,1986,100071.84,no data,No
534,39,No,travel_rarely,556.26,no data,1,4,life sciences,535,2,F,69.53,3,2, manufacturing director ,2,Married,4492.84,11681.39,6,,12,3.0,2,Part Time,1,8.0,2,2.0,6,4,3,1986,53914.11,no data,No
535,26,No,travel_rarely,281.15,no data,23,3,medical,536,2,M,,4,1, research scientist ,4,,,5904.17,1,,11,3.0,2,Part Time,2,,3,3.0,6,1,4,1999,27250.0,no data,Yes
536,52,No,,1973.98,no data,3,3,no data,537,1,M,,3,5, manager ,2,Married,15943.72,41453.67,1,No,11,3.0,3,,1,,2,3.0,32,10,7,1973,,no data,No
537,36,No,,373.7,no data,1,2,life sciences,538,2,M,46.71,2,1, research scientist ,4,,3018.33,7847.67,1,Yes,13,3.0,4,Full Time,1,6.0,3,3.0,6,1,3,1989,36220.0,no data,Yes
538,29,No,travel_frequently,556.26,no data,3,1,medical,539,4,F,,4,2, sales executive ,4,,,11681.39,1,,20,,2,,2,,3,3.0,6,0,4,1996,53914.11,no data,No
539,27,No,,637.62, sales ,-42,1,no data,540,4,F,,3,2, sales executive ,4,Single,,13390.0,1,No,23,4.0,2,Full Time,0,6.0,5,2.0,6,1,4,1998,61800.0, sales executive  -  sales ,No
540,36,No,,647.32, sales ,-25,3,other,541,4,M,,3,2, sales executive ,4,Single,5228.33,13593.67,1,No,22,4.0,3,Full Time,0,6.0,5,3.0,6,1,4,1989,62740.0, sales executive  -  sales ,Yes
541,36,No,,452.01, research & development ,2,4,no data,542,3,F,,2,1, research scientist ,1,,,9492.17,1,,11,,3,Full Time,0,6.0,3,3.0,6,1,3,1989,43810.0, research scientist  -  research & development ,Yes
542,37,No,,1032.49,no data,7,3,other,543,3,M,,3,3, manufacturing director ,3,Single,8339.32,21682.23,3,No,21,4.0,2,,0,17.0,3,4.0,8,1,6,1988,,no data,No
543,37,No,,264.02,no data,-16,1,medical,544,1,F,33.0,2,1, research scientist ,1,,,5544.5,1,,11,3.0,4,Part Time,0,6.0,3,2.0,6,1,1,1988,25590.0,no data,No
544,35,No,,566.22, research & development ,1,4,no data,545,3,F,70.78,4,2, healthcare representative ,2,Married,4573.33,11890.67,1,Yes,13,3.0,1,Full Time,1,,2,3.0,6,1,2,1990,54880.0, healthcare representative  -  research & development ,Yes
545,31,No,,259.38,no data,28,4,life sciences,546,3,F,,3,1, research scientist ,4,Divorced,2095.0,5447.0,4,No,22,4.0,1,Part Time,1,11.0,1,3.0,7,1,7,1994,25140.0,no data,No
546,31,No,travel_frequently,290.04, research & development ,10,3,no data,547,4,F,,3,1, research scientist ,2,divorced,2342.59,6090.75,0,No,14,3.0,4,Part Time,2,8.0,2,2.0,7,1,1,1994,28111.13, research scientist  -  research & development ,Yes
547,36,No,,556.26,no data,9,1,life sciences,548,2,F,69.53,3,2, sales executive ,3,Married,4492.84,11681.39,1,,20,4.0,1,Part Time,0,,3,2.0,6,1,3,1989,53914.11,no data,No
548,30,No,travel_rarely,329.75,no data,19,4,medical,549,4,M,,2,1, laboratory technician ,1,Married,2663.33,6924.67,1,,12,3.0,3,,3,6.0,2,3.0,6,3,3,1995,31960.0,no data,No
549,46,No,,290.04,no data,2,1,life sciences,550,1,F,,4,1, research scientist ,4,Married,,6090.75,1,,13,3.0,4,Part Time,1,10.0,5,3.0,10,7,7,1979,28111.13,no data,No
550,33,No,travel_rarely,556.26, research & development ,11,2,no data,551,3,M,69.53,3,2, healthcare representative ,1,Married,4492.84,11681.39,1,Yes,12,,4,Part Time,0,6.0,2,2.0,6,0,1,1992,53914.11, healthcare representative  -  research & development ,No
551,28,No,,290.04, research & development ,4,2,life sciences,552,3,M,36.25,3,1, research scientist ,4,,2342.59,6090.75,1,Yes,20,4.0,2,Part Time,0,,2,2.0,8,2,2,1997,28111.13, research scientist  -  research & development ,No
552,49,No,travel_rarely,352.86,no data,1,3,no data,553,1,M,,3,1, research scientist ,4,,2850.0,7410.0,7,No,12,3.0,3,Full Time,1,17.0,2,2.0,6,1,2,1976,34200.0,no data,Yes
553,39,No,,290.04, research & development ,5,2,no data,554,3,M,,4,1, laboratory technician ,3,Single,2342.59,6090.75,0,No,14,3.0,1,Part Time,0,7.0,2,1.0,6,1,3,1986,28111.13, laboratory technician  -  research & development ,No
554,34,No,,421.67,no data,1,4,no data,555,4,M,,3,2, research scientist ,1,Married,3405.83,8855.17,4,,14,3.0,2,,1,9.0,3,2.0,6,1,2,1991,,no data,Yes
555,34,No,,556.26,no data,2,3,medical,556,4,M,69.53,3,2, research scientist ,2,Divorced,4492.84,11681.39,0,No,13,3.0,3,Part Time,2,10.0,4,2.0,9,1,6,1991,53914.11,no data,Yes
556,35,No,non-travel,553.84,no data,16,3,life sciences,557,3,F,69.23,3,2, sales executive ,4,,,11630.67,1,Yes,25,4.0,3,Part Time,1,7.0,2,3.0,6,1,2,1990,53680.0,no data,No
557,49,Yes,,1334.67, sales ,9,3,no data,558,3,M,,1,4, sales executive ,3,Married,,28028.0,7,No,11,,3,Full Time,0,25.0,3,1.0,23,14,10,1976,129360.0, sales executive  -  sales ,Yes
558,43,Yes,,556.26,no data,1,2,no data,559,2,F,,3,2, sales executive ,4,,4492.84,11681.39,8,Yes,11,3.0,1,Part Time,0,8.0,0,1.0,6,0,5,1982,53914.11,no data,No
559,37,No,travel_rarely,290.04, research & development ,16,3,medical,560,1,M,36.25,4,1, laboratory technician ,2,Married,,6090.75,0,,13,3.0,3,Part Time,1,6.0,5,3.0,5,0,3,1988,28111.13, laboratory technician  -  research & development ,No
560,31,No,travel_rarely,290.04,no data,2,3,life sciences,561,3,M,36.25,3,1, research scientist ,2,Married,2342.59,6090.75,0,No,23,4.0,4,Part Time,1,,3,3.0,5,0,4,1994,28111.13,no data,No
561,34,No,travel_rarely,556.26,no data,1,3,life sciences,562,2,M,,3,2, research scientist ,2,,4492.84,11681.39,1,No,17,3.0,2,Part Time,2,10.0,3,3.0,10,0,9,1991,53914.11,no data,Yes
562,37,No,travel_rarely,290.04,no data,1,3,medical,563,2,M,36.25,2,1, research scientist ,3,Single,2342.59,6090.75,1,No,18,3.0,1,Part Time,0,6.0,3,3.0,6,0,4,1988,28111.13,no data,No
563,58,No,,1032.49,no data,-13,3,no data,564,4,M,,1,3, manufacturing director ,4,,8339.32,21682.23,4,No,11,3.0,1,,0,37.0,3,2.0,6,0,2,1967,,no data,Yes
564,30,No,,435.5,no data,4,3,medical,565,2,M,,3,2, sales executive ,3,,,9145.5,1,,15,3.0,2,Part Time,0,5.0,3,4.0,5,0,4,1995,42210.0,no data,Yes
565,27,Yes,travel_rarely,556.26,no data,5,3,no data,566,3,M,,2,2, sales executive ,3,Single,4492.84,11681.39,1,Yes,11,3.0,4,,0,,1,3.0,6,0,3,1998,,no data,Yes
566,58,Yes,,512.06,no data,14,4,life sciences,567,2,F,,3,1, research scientist ,2,,,10753.17,9,,18,3.0,1,Full Time,3,7.0,2,3.0,5,4,3,1967,49630.0,no data,Yes
567,28,No,,290.04, research & development ,6,3,no data,568,3,F,,2,1, research scientist ,2,Married,,6090.75,1,,19,3.0,3,Part Time,0,5.0,3,2.0,5,4,3,1997,28111.13, research scientist  -  research & development ,No
568,34,Yes,,433.33,no data,9,3,medical,569,1,F,,3,1, laboratory technician ,1,,3500.0,9100.0,7,No,22,4.0,1,,0,,2,4.0,5,0,4,1991,,no data,No
569,32,No,travel_rarely,290.04,no data,18,3,life sciences,570,1,F,,3,1, research scientist ,3,Single,2342.59,6090.75,1,No,14,3.0,3,Part Time,0,,4,2.0,5,0,4,1993,28111.13,no data,Yes
570,52,No,travel_rarely,1973.98,no data,11,3,no data,571,3,F,,3,5, manager ,2,,15943.72,41453.67,3,,15,3.0,2,,0,,5,3.0,5,4,4,1973,,no data,No
571,34,No,,290.04,no data,6,5,life sciences,572,3,M,,3,1, research scientist ,3,,2342.59,6090.75,3,No,20,4.0,1,Part Time,0,8.0,2,,5,1,4,1991,28111.13,no data,No
572,47,No,travel_rarely,516.49,no data,4,2,no data,573,3,F,,3,2, sales executive ,1,,4171.67,10846.33,4,,11,3.0,1,,1,9.0,3,4.0,5,0,3,1978,,no data,No
573,45,No,,290.04,no data,7,3,no data,574,4,M,36.25,4,1, research scientist ,4,Divorced,2342.59,6090.75,4,No,14,3.0,4,Part Time,3,7.0,3,4.0,5,2,2,1980,28111.13,no data,Yes
574,31,Yes,,788.15,no data,27,3,marketing,575,2,F,,3,3, sales executive ,4,Married,,16551.17,1,,22,4.0,4,Part Time,3,10.0,3,2.0,10,1,9,1994,76390.0,no data,Yes
575,33,No,non-travel,556.26, research & development ,1,4,medical,576,3,M,,1,2, manufacturing director ,3,,,11681.39,0,,12,3.0,4,Part Time,1,6.0,2,3.0,5,1,4,1992,53914.11, manufacturing director  -  research & development ,Yes
576,35,Yes,,290.04,no data,14,3,no data,577,3,M,,3,1, laboratory technician ,4,Married,2342.59,6090.75,5,Yes,13,3.0,3,,1,8.0,2,1.0,5,0,4,1990,,no data,No
577,33,Yes,,290.04,no data,29,2,no data,578,3,M,,2,1, laboratory technician ,2,,2342.59,6090.75,0,No,11,3.0,2,Part Time,0,,2,4.0,5,1,4,1992,28111.13,no data,Yes
578,39,No,,670.84,no data,6,4,no data,579,3,M,,3,2, sales executive ,4,,5418.33,14087.67,4,No,14,3.0,2,,1,,5,4.0,5,0,1,1986,,no data,Yes
579,52,No,,1973.98, research & development ,4,1,no data,580,1,M,,3,5, research director ,2,Divorced,15943.72,41453.67,3,No,14,3.0,1,,2,28.0,4,2.0,10,1,6,1973,, research director  -  research & development ,No
580,44,No,travel_frequently,1395.44,no data,26,3,no data,581,3,F,,3,4, sales executive ,2,Married,,29304.17,5,,14,3.0,4,Full Time,1,,2,,20,4,8,1981,135250.0,no data,Yes
581,29,No,,556.26,no data,2,3,no data,582,4,M,,3,2, sales executive ,3,,4492.84,11681.39,1,Yes,11,3.0,1,,0,5.0,3,3.0,5,0,4,1996,,no data,Yes
582,29,No,non-travel,655.06,no data,1,1,marketing,583,3,M,,3,2, sales executive ,2,,5290.83,13756.17,0,Yes,13,3.0,4,,1,,0,,5,1,4,1996,,no data,Yes
583,43,No,travel_rarely,556.26,no data,6,3,no data,584,4,M,,2,2, manufacturing director ,2,Single,4492.84,11681.39,6,Yes,15,3.0,4,Part Time,0,,3,3.0,5,1,2,1982,53914.11,no data,Yes
584,39,No,travel_rarely,290.04,no data,10,3,medical,585,3,F,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,6,No,20,4.0,2,Part Time,1,,3,3.0,5,0,3,1986,28111.13,no data,Yes
585,42,Yes,,658.25,no data,-22,2,no data,586,2,M,,2,2, sales executive ,3,,,13823.33,2,Yes,12,3.0,1,Full Time,2,8.0,6,3.0,6,1,0,1983,63800.0,no data,Yes
586,57,No,,1582.77,no data,2,3,no data,587,3,F,197.85,3,4, manager ,4,Single,12783.92,33238.2,2,Yes,13,3.0,3,Full Time,0,,2,3.0,5,1,2,1968,153407.07,no data,No
587,28,Yes,travel_frequently,320.05,no data,3,1,no data,588,3,M,,3,1, research scientist ,1,,,6721.0,0,,22,4.0,3,Full Time,0,,2,3.0,6,0,4,1997,31020.0,no data,Yes
588,42,No,travel_rarely,556.26,no data,2,2,marketing,589,4,F,,3,2, sales executive ,2,Divorced,4492.84,11681.39,7,,12,3.0,3,Part Time,2,,5,3.0,5,1,3,1983,53914.11,no data,Yes
589,27,No,,556.26, sales ,4,2,no data,590,2,F,,2,2, sales executive ,4,Single,,11681.39,1,Yes,11,3.0,2,Part Time,0,5.0,3,3.0,5,1,3,1998,53914.11, sales executive  -  sales ,No
590,32,No,,556.26,no data,12,3,no data,591,2,F,,3,2, sales executive ,3,Single,,11681.39,0,No,11,,2,Part Time,0,,6,3.0,5,4,4,1993,53914.11,no data,Yes
591,54,No,travel_rarely,1032.49,no data,-32,3,no data,592,4,M,129.06,2,3, manufacturing director ,3,Married,,21682.23,2,,14,,3,Part Time,0,,4,3.0,5,0,4,1971,100071.84,no data,No
592,44,No,travel_frequently,470.06,no data,-12,2,no data,593,1,F,,3,2, research scientist ,3,,3796.67,9871.33,2,No,11,3.0,2,Part Time,1,19.0,3,3.0,5,0,2,1981,45560.0,no data,No
593,32,No,travel_rarely,556.26,no data,2,3,life sciences,594,3,F,,1,2, manufacturing director ,4,,4492.84,11681.39,2,No,20,4.0,3,,0,11.0,2,3.0,5,0,2,1993,,no data,Yes
594,37,No,travel_rarely,436.43,no data,22,3,life sciences,595,4,M,54.55,1,1, laboratory technician ,3,Single,3525.0,9165.0,0,No,15,3.0,3,Full Time,0,,2,3.0,5,4,3,1988,42300.0,no data,No
595,33,No,travel_rarely,1032.49,no data,7,3,no data,596,3,M,129.06,2,3, manager ,4,Divorced,,21682.23,9,,21,4.0,3,Part Time,1,10.0,3,2.0,5,0,1,1992,100071.84,no data,Yes
596,37,No,travel_rarely,501.33, sales ,1,3,no data,597,1,F,,3,2, sales executive ,3,Single,,10527.83,1,,16,3.0,4,Part Time,0,5.0,3,3.0,5,0,3,1988,48590.0, sales executive  -  sales ,Yes
597,27,No,,290.04,no data,13,1,no data,598,2,M,,3,1, sales representative ,3,,2342.59,6090.75,1,,11,3.0,3,,0,7.0,1,3.0,7,0,6,1998,28111.13,no data,Yes
598,34,No,travel_rarely,652.27,no data,9,4,no data,599,1,F,81.53,3,2, research scientist ,4,Married,,13697.67,1,,12,3.0,4,Full Time,1,6.0,2,,6,0,5,1991,63220.0,no data,No
599,49,Yes,,556.26,no data,27,2,life sciences,600,2,F,69.53,4,2, sales executive ,3,,4492.84,11681.39,4,Yes,12,3.0,4,Part Time,0,8.0,2,3.0,5,1,3,1976,53914.11,no data,No
600,32,No,travel_frequently,290.04,no data,5,4,life sciences,601,2,M,36.25,2,1, research scientist ,4,Divorced,,6090.75,9,No,12,3.0,2,Part Time,1,10.0,3,2.0,5,0,3,1993,28111.13,no data,Yes
